exp,wks,type,bluecol,south,smsa,married,sex,union,education,black,lwage,industry,occupation,residence
10,49,Full Time,no,no,yes,yes,male,no,16,no,7.24423,Public_Administration,Service_Workers,south
10,44,Part Time,yes,yes,no,yes,male,yes,9,no,6.23048,Public_Administration,Service_Workers,south
11,48,Full Time,yes,yes,no,yes,male,yes,9,no,6.33328,Public_Administration,Service_Workers,south
12,48,Part Time,yes,yes,no,yes,male,yes,9,no,6.36475,Public_Administration,Service_Workers,south
13,49,Full Time,yes,yes,no,yes,male,yes,9,no,6.45047,Manufacturing,Operatives_and_kindred,nothern_central
14,48,Part Time,yes,yes,no,yes,male,yes,9,no,6.57228,Manufacturing,Operatives_and_kindred,south
15,38,Full Time,yes,yes,no,yes,male,yes,9,no,6.99393,Construction,Clerical_and_kindred,south
16,52,Part Time,yes,yes,no,yes,male,yes,9,no,7.21891,Manufacturing,"Professional, Technical_and_kindred",south
15,46,Full Time,yes,no,no,yes,male,no,8,no,5.8861,Manufacturing,"Professional, Technical_and_kindred",south
16,44,Part Time,yes,no,no,yes,male,no,8,no,5.78383,Manufacturing,"Professional, Technical_and_kindred",south
17,45,Full Time,yes,no,no,yes,male,no,8,no,5.99146,Manufacturing,"Professional, Technical_and_kindred",south
18,51,Part Time,yes,no,no,yes,male,no,8,no,6.10925,Manufacturing,"Professional, Technical_and_kindred",south
19,50,Full Time,yes,no,no,yes,male,no,8,no,6.32077,Trade,Service_Workers,NA
20,50,Part Time,yes,no,no,yes,male,no,8,no,6.43775,Trade,Service_Workers,NA
21,49,Full Time,yes,no,no,yes,male,no,8,no,6.50578,Trade,Service_Workers,NA
35,47,Part Time,no,no,yes,yes,male,no,16,no,6.72143,Trade,"Managers, Officials_and_Proprietors",NA
36,45,Full Time,no,no,yes,yes,male,no,16,no,6.68085,Trade,Clerical_and_kindred,NA
37,48,Part Time,no,no,yes,yes,male,no,16,no,6.72623,Trade,Clerical_and_kindred,NA
38,47,Full Time,no,no,yes,yes,male,no,16,no,6.8773,Trade,"Managers, Officials_and_Proprietors",NA
39,47,Part Time,no,no,yes,yes,male,no,16,no,6.8773,Trade,Service_Workers,NA
40,47,Full Time,no,no,yes,yes,male,no,16,no,6.9613,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
41,47,Part Time,no,no,yes,yes,male,no,16,no,7.10906,Personal_Service,Operatives_and_kindred,NA
34,50,Full Time,yes,no,yes,yes,male,no,12,no,6.37161,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
35,49,Part Time,yes,no,yes,yes,male,no,12,no,6.47697,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
36,49,Full Time,yes,no,yes,yes,male,no,12,no,6.58617,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
37,49,Part Time,yes,no,yes,yes,male,no,12,no,6.68461,Construction,"Craftsmen, Foremen_and_kindred",NA
38,48,Full Time,yes,no,yes,yes,male,no,12,no,6.81344,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",NA
39,48,Part Time,yes,no,yes,yes,male,no,12,no,6.8773,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",NA
40,48,Full Time,yes,no,yes,yes,male,no,12,no,6.96602,Mining,Operatives_and_kindred,NA
7,49,Part Time,no,no,yes,yes,male,no,14,no,6.23048,Mining,Operatives_and_kindred,NA
8,50,Full Time,no,no,yes,yes,male,no,14,no,6.30992,Mining,Operatives_and_kindred,NA
9,49,Part Time,no,no,yes,yes,male,no,14,no,6.39693,Mining,Operatives_and_kindred,NA
10,49,Full Time,no,no,no,yes,male,no,14,no,6.62007,Mining,Laborers_and_farmers,NA
11,49,Part Time,no,no,no,yes,male,no,14,no,6.77422,Mining,Operatives_and_kindred,NA
12,48,Full Time,no,no,no,yes,male,no,14,no,6.74993,Mining,Operatives_and_kindred,NA
13,48,Part Time,no,no,no,yes,male,no,14,no,7.17012,Trade,Operatives_and_kindred,NA
19,48,Full Time,no,no,yes,yes,male,no,16,no,6.77422,Business_and_Repair_Service,Operatives_and_kindred,NA
20,49,Part Time,no,no,yes,yes,male,no,16,no,6.90575,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
21,49,Full Time,no,no,yes,yes,male,no,16,no,7.31322,Trade,Operatives_and_kindred,NA
22,49,Part Time,no,no,yes,yes,male,no,16,no,7.49554,Trade,Operatives_and_kindred,NA
23,49,Full Time,no,no,yes,yes,male,no,16,no,6.91374,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
24,49,Part Time,no,no,yes,yes,male,no,16,no,7.10988,Public_Administration,"Craftsmen, Foremen_and_kindred",NA
25,49,Full Time,no,no,yes,yes,male,no,16,no,7.39817,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
36,48,Part Time,no,no,no,yes,male,no,15,no,6.90575,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
37,48,Full Time,no,no,no,yes,male,no,15,no,6.90575,Manufacturing,Operatives_and_kindred,NA
38,48,Part Time,no,no,no,yes,male,no,15,no,7.1309,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
39,48,Full Time,no,no,no,yes,male,no,15,no,7.17012,Manufacturing,Laborers_and_farmers,NA
40,48,Part Time,no,no,no,yes,male,no,15,no,7.24423,Manufacturing,Clerical_and_kindred,NA
41,48,Full Time,no,no,no,yes,male,no,15,no,7.31322,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
42,48,Part Time,no,no,no,yes,male,no,15,no,7.40853,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
12,47,Full Time,no,no,no,yes,male,no,12,no,6.47697,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
13,48,Part Time,no,no,no,yes,male,no,12,no,6.61338,Manufacturing,Operatives_and_kindred,NA
14,48,Full Time,no,no,no,yes,male,no,12,no,6.72143,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
15,48,Part Time,no,no,no,yes,male,no,12,no,7.00307,Manufacturing,Laborers_and_farmers,NA
16,47,Full Time,no,no,no,yes,male,no,12,no,7.00307,Manufacturing,Operatives_and_kindred,NA
17,49,Part Time,no,no,no,yes,male,no,12,no,7.19818,Manufacturing,Operatives_and_kindred,south
18,47,Full Time,no,no,no,yes,male,no,12,no,7.21008,Manufacturing,"Craftsmen, Foremen_and_kindred",south
4,45,Part Time,yes,no,yes,yes,male,no,14,no,5.75257,Manufacturing,"Craftsmen, Foremen_and_kindred",south
5,50,Full Time,no,no,yes,yes,male,no,14,no,5.75257,Manufacturing,"Craftsmen, Foremen_and_kindred",south
6,50,Part Time,no,no,yes,yes,male,no,14,no,6.23441,Manufacturing,"Managers, Officials_and_Proprietors",south
7,47,Full Time,no,no,yes,yes,male,no,14,no,6.47697,Construction,"Craftsmen, Foremen_and_kindred",NA
8,51,Part Time,no,no,yes,yes,male,no,14,no,6.62007,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
9,50,Full Time,no,no,yes,yes,male,no,14,no,6.95655,Construction,"Craftsmen, Foremen_and_kindred",south
10,49,Part Time,no,no,yes,yes,male,no,14,no,6.86693,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
6,36,Full Time,no,no,yes,yes,male,yes,16,no,6.53669,Manufacturing,"Craftsmen, Foremen_and_kindred",south
7,36,Part Time,no,no,yes,yes,male,yes,16,no,6.84162,Manufacturing,"Craftsmen, Foremen_and_kindred",south
8,36,Full Time,no,no,yes,yes,male,yes,16,no,6.68461,Construction,"Craftsmen, Foremen_and_kindred",south
9,36,Part Time,no,no,yes,no,male,yes,16,no,6.84055,Construction,"Craftsmen, Foremen_and_kindred",south
10,39,Full Time,no,no,yes,no,male,yes,16,no,6.90776,Transportation,Clerical_and_kindred,south
11,36,Part Time,no,no,yes,no,male,yes,16,no,6.85646,Transportation,Clerical_and_kindred,south
12,37,Full Time,no,no,yes,no,male,yes,16,no,6.90776,Transportation,Operatives_and_kindred,south
16,48,Part Time,yes,no,yes,yes,male,yes,12,no,6.27099,Transportation,"Professional, Technical_and_kindred",south
17,37,Full Time,yes,no,yes,yes,male,yes,12,no,6.53959,Transportation,"Professional, Technical_and_kindred",south
18,32,Part Time,yes,no,yes,yes,male,yes,12,no,6.56667,Transportation,"Professional, Technical_and_kindred",south
19,47,Full Time,yes,no,yes,yes,male,yes,12,no,6.59578,Transportation,"Professional, Technical_and_kindred",south
20,40,Part Time,yes,no,yes,yes,male,yes,12,no,6.83841,Public_Administration,"Professional, Technical_and_kindred",south
21,42,Full Time,yes,no,yes,yes,male,yes,12,no,6.94022,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
22,5,Part Time,yes,no,yes,yes,male,yes,12,no,6.80351,Construction,Laborers_and_farmers,NA
20,50,Full Time,yes,yes,no,yes,male,no,16,no,6.30992,Construction,"Craftsmen, Foremen_and_kindred",NA
21,50,Part Time,yes,yes,no,yes,male,no,16,no,6.43294,Construction,Laborers_and_farmers,NA
22,46,Full Time,yes,yes,no,yes,male,no,16,no,6.48158,Construction,"Craftsmen, Foremen_and_kindred",NA
23,49,Part Time,yes,yes,no,yes,male,no,16,no,6.60665,Construction,"Craftsmen, Foremen_and_kindred",NA
24,50,Full Time,yes,yes,no,yes,male,no,16,no,6.63332,Construction,Laborers_and_farmers,NA
25,48,Part Time,no,yes,no,yes,male,no,16,no,6.74524,Construction,"Craftsmen, Foremen_and_kindred",NA
26,46,Full Time,yes,yes,no,yes,male,no,16,no,6.82763,Manufacturing,Operatives_and_kindred,NA
4,50,Part Time,yes,yes,no,yes,male,no,8,yes,5.4161,Manufacturing,Operatives_and_kindred,NA
5,44,Full Time,yes,yes,no,yes,male,no,8,yes,5.45959,Manufacturing,Operatives_and_kindred,NA
6,48,Part Time,yes,yes,no,yes,male,no,8,yes,5.45959,Manufacturing,Operatives_and_kindred,south
7,43,Full Time,yes,yes,no,no,male,no,8,yes,5.57973,Manufacturing,Operatives_and_kindred,south
8,6,Part Time,yes,yes,no,no,male,no,8,yes,5.70378,Manufacturing,Operatives_and_kindred,south
9,6,Full Time,yes,yes,no,no,male,no,8,yes,5.70378,Manufacturing,Operatives_and_kindred,south
10,35,Part Time,yes,yes,no,no,male,no,8,yes,5.70378,Trade,Operatives_and_kindred,south
13,49,Full Time,yes,no,yes,yes,male,no,12,no,6.22456,Agricultural,Laborers_and_farmers,south
14,37,Part Time,yes,no,yes,yes,male,no,12,no,6.30992,Construction,Laborers_and_farmers,south
15,49,Full Time,yes,no,yes,yes,male,no,12,no,6.30992,Agricultural,Operatives_and_kindred,south
16,48,Part Time,yes,no,yes,yes,male,no,12,no,6.38519,Construction,"Craftsmen, Foremen_and_kindred",south
17,22,Full Time,yes,no,yes,yes,male,no,12,no,6.43455,Construction,"Craftsmen, Foremen_and_kindred",south
18,50,Part Time,yes,no,yes,yes,male,no,12,no,6.55108,Construction,"Craftsmen, Foremen_and_kindred",south
19,48,Full Time,yes,no,yes,no,male,no,12,no,6.68461,Construction,"Craftsmen, Foremen_and_kindred",south
12,50,Part Time,no,yes,yes,no,male,no,17,no,6.74524,Construction,"Craftsmen, Foremen_and_kindred",south
13,44,Full Time,no,yes,yes,no,male,no,17,no,6.72743,Construction,Clerical_and_kindred,south
14,50,Part Time,no,yes,yes,no,male,no,17,no,6.88244,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
15,45,Full Time,no,yes,yes,yes,male,no,17,no,6.92756,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
16,44,Part Time,no,yes,yes,no,male,no,17,no,6.89972,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
17,51,Full Time,no,yes,yes,no,male,no,17,no,7.02731,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
18,49,Part Time,no,yes,yes,no,male,no,17,no,7.1309,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
3,49,Full Time,no,no,yes,yes,male,no,16,no,6.52209,Manufacturing,"Managers, Officials_and_Proprietors",south
4,46,Part Time,no,no,yes,yes,male,no,16,no,6.68461,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
5,48,Full Time,no,no,yes,yes,male,no,16,no,6.80239,Professional_and_Related Service,"Craftsmen, Foremen_and_kindred",south
6,48,Part Time,no,no,yes,yes,male,no,16,no,7.00307,Manufacturing,"Craftsmen, Foremen_and_kindred",south
7,48,Full Time,no,no,yes,yes,male,no,16,no,7.00307,Professional_and_Related Service,"Craftsmen, Foremen_and_kindred",south
8,48,Part Time,no,no,yes,yes,male,no,16,no,7.27932,Public_Administration,"Craftsmen, Foremen_and_kindred",south
9,48,Full Time,no,no,yes,yes,male,no,16,no,7.37776,Manufacturing,"Craftsmen, Foremen_and_kindred",south
33,47,Part Time,no,no,no,yes,male,no,13,no,6.65286,Professional_and_Related Service,"Craftsmen, Foremen_and_kindred",south
34,47,Full Time,no,no,no,yes,male,no,13,no,6.77422,Professional_and_Related Service,"Craftsmen, Foremen_and_kindred",south
35,47,Part Time,no,no,no,yes,male,no,13,no,6.80239,Public_Administration,"Craftsmen, Foremen_and_kindred",NA
36,47,Full Time,no,no,no,yes,male,no,13,no,6.85646,Trade,Operatives_and_kindred,south
37,48,Part Time,no,no,no,yes,male,no,13,no,7.00307,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
38,48,Full Time,yes,no,no,yes,male,no,13,no,7.09008,Trade,"Craftsmen, Foremen_and_kindred",south
39,48,Part Time,yes,no,no,yes,male,no,13,no,7.06902,Trade,"Craftsmen, Foremen_and_kindred",south
8,48,Full Time,yes,no,no,yes,male,yes,12,no,6.54535,Trade,"Craftsmen, Foremen_and_kindred",south
9,51,Part Time,no,no,no,yes,male,yes,12,no,6.45362,Trade,"Craftsmen, Foremen_and_kindred",south
10,49,Full Time,no,no,no,yes,male,yes,12,no,6.57786,Trade,"Craftsmen, Foremen_and_kindred",south
11,49,Part Time,no,no,no,yes,male,yes,12,no,6.67456,Trade,"Craftsmen, Foremen_and_kindred",south
12,50,Full Time,yes,no,no,yes,male,yes,12,no,6.77308,Trade,Sales_Workers,south
13,50,Part Time,no,no,no,yes,male,yes,12,no,6.86901,Trade,Sales_Workers,south
14,50,Full Time,yes,no,no,yes,male,yes,12,no,6.90776,Trade,Sales_Workers,south
29,46,Part Time,yes,no,yes,yes,male,no,12,no,6.63857,Trade,Clerical_and_kindred,south
30,47,Full Time,yes,no,yes,yes,male,no,12,no,6.68461,Trade,Clerical_and_kindred,south
31,47,Part Time,yes,no,yes,yes,male,no,12,no,6.7334,Professional_and_Related Service,Clerical_and_kindred,south
32,47,Full Time,yes,no,yes,yes,male,no,12,no,6.88244,Manufacturing,"Managers, Officials_and_Proprietors",south
33,47,Part Time,yes,no,yes,yes,male,no,12,no,6.9256,Transportation,Clerical_and_kindred,south
34,47,Full Time,yes,no,yes,yes,male,no,12,no,7.04141,Trade,Sales_Workers,south
35,47,Part Time,yes,no,yes,yes,male,no,12,no,7.08841,Transportation,Clerical_and_kindred,south
30,49,Full Time,no,no,no,yes,male,no,12,no,6.55108,Transportation,Clerical_and_kindred,south
31,49,Part Time,no,no,no,yes,male,no,12,no,6.58617,Transportation,Clerical_and_kindred,south
32,49,Full Time,no,no,no,yes,male,no,12,no,6.65286,Transportation,Clerical_and_kindred,south
33,52,Part Time,no,no,no,yes,male,no,12,no,6.43775,Transportation,Clerical_and_kindred,south
34,48,Full Time,no,no,no,yes,male,no,12,no,6.62007,Transportation,Clerical_and_kindred,south
35,50,Part Time,no,no,no,yes,male,no,12,no,6.80239,Transportation,Clerical_and_kindred,south
36,49,Full Time,yes,no,no,yes,male,yes,12,no,6.68461,Construction,Laborers_and_farmers,south
25,38,Part Time,no,no,yes,yes,male,yes,17,no,6.62007,Manufacturing,Operatives_and_kindred,south
26,40,Full Time,no,no,yes,yes,male,yes,17,no,6.80239,Manufacturing,Operatives_and_kindred,south
27,39,Part Time,no,no,yes,yes,male,yes,17,no,6.85646,Construction,Laborers_and_farmers,south
28,38,Full Time,no,no,yes,yes,male,yes,17,no,6.90776,Construction,"Craftsmen, Foremen_and_kindred",south
29,39,Part Time,no,no,yes,yes,male,yes,17,no,6.95655,Construction,Laborers_and_farmers,south
30,39,Full Time,no,no,yes,yes,male,yes,17,no,7.09008,Agricultural,Operatives_and_kindred,south
31,35,Part Time,no,no,yes,yes,male,yes,17,no,7.1507,Construction,"Craftsmen, Foremen_and_kindred",south
9,50,Full Time,yes,no,no,yes,male,no,12,no,6.10925,Finance,Clerical_and_kindred,NA
10,52,Part Time,yes,no,no,yes,male,no,12,no,6.21461,Trade,Service_Workers,NA
11,52,Full Time,yes,no,no,yes,male,no,12,no,6.21461,Trade,Clerical_and_kindred,NA
12,52,Part Time,yes,no,no,yes,male,no,12,no,6.5582,Manufacturing,Clerical_and_kindred,NA
13,52,Full Time,yes,no,no,yes,male,no,12,no,6.66568,Finance,Clerical_and_kindred,NA
14,46,Part Time,yes,no,no,yes,male,no,12,no,6.86171,Finance,Clerical_and_kindred,NA
15,52,Full Time,yes,no,no,yes,male,no,12,no,6.97073,Finance,Clerical_and_kindred,NA
8,50,Part Time,yes,no,yes,yes,male,no,12,no,5.743,Finance,"Managers, Officials_and_Proprietors",NA
9,38,Full Time,yes,no,yes,yes,male,no,12,no,6.05209,Construction,Laborers_and_farmers,NA
10,49,Part Time,no,no,yes,yes,male,no,12,no,6.07993,Construction,"Craftsmen, Foremen_and_kindred",NA
11,49,Full Time,yes,no,yes,yes,male,no,12,no,6.30992,Trade,Operatives_and_kindred,NA
12,51,Part Time,yes,no,yes,yes,male,no,12,no,6.39693,Mining,Operatives_and_kindred,NA
13,51,Full Time,yes,no,yes,yes,male,no,12,no,6.47697,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
14,49,Part Time,yes,no,yes,no,male,no,12,no,6.51471,Manufacturing,Operatives_and_kindred,NA
10,50,Full Time,yes,yes,yes,yes,male,yes,12,no,6.04025,Trade,Operatives_and_kindred,NA
11,52,Part Time,yes,yes,yes,yes,male,yes,12,no,6.18415,Mining,"Craftsmen, Foremen_and_kindred",NA
12,51,Full Time,yes,yes,yes,yes,male,yes,12,no,6.21461,Trade,Clerical_and_kindred,NA
13,49,Part Time,yes,yes,yes,yes,male,yes,12,no,6.30992,Trade,"Managers, Officials_and_Proprietors",NA
14,49,Full Time,yes,yes,yes,yes,male,yes,12,no,6.4552,Trade,"Craftsmen, Foremen_and_kindred",NA
15,50,Part Time,yes,yes,yes,yes,male,yes,12,no,6.52209,Trade,Clerical_and_kindred,NA
16,49,Full Time,yes,yes,yes,yes,male,yes,12,no,6.64249,Trade,Clerical_and_kindred,NA
10,49,Part Time,yes,yes,yes,no,female,no,11,yes,6.07304,Trade,Clerical_and_kindred,NA
11,46,Full Time,yes,yes,yes,no,female,no,11,yes,6.19441,Trade,Laborers_and_farmers,NA
12,50,Part Time,yes,yes,yes,no,female,no,11,yes,6.31897,Trade,Clerical_and_kindred,NA
13,50,Full Time,yes,yes,yes,no,female,no,11,yes,6.39526,Agricultural,Farm_Laborers_and_Foreman,south
14,46,Part Time,yes,yes,yes,no,female,no,11,yes,6.47697,Agricultural,Farm_Laborers_and_Foreman,south
15,45,Full Time,yes,yes,yes,no,female,no,11,yes,6.59715,Agricultural,Farm_Laborers_and_Foreman,south
16,41,Part Time,yes,yes,yes,no,female,no,11,yes,6.69208,Agricultural,Farm_Laborers_and_Foreman,south
37,50,Full Time,yes,no,no,yes,male,yes,12,no,6.17794,Manufacturing,Farm_Laborers_and_Foreman,south
38,50,Part Time,yes,no,no,yes,male,yes,12,no,6.31716,Agricultural,Farm_Laborers_and_Foreman,south
39,50,Full Time,yes,no,no,yes,male,yes,12,no,6.41182,Agricultural,Farm_Laborers_and_Foreman,south
40,50,Part Time,yes,no,no,yes,male,yes,12,no,6.39693,Trade,Farm_Laborers_and_Foreman,south
41,40,Full Time,yes,no,no,yes,male,yes,12,no,6.51471,Manufacturing,Laborers_and_farmers,south
42,48,Part Time,yes,no,no,yes,male,yes,12,no,6.61338,Manufacturing,Operatives_and_kindred,nothern_central
43,45,Full Time,yes,no,no,yes,male,yes,12,no,6.67834,Trade,Clerical_and_kindred,nothern_central
10,50,Part Time,no,no,yes,yes,male,no,15,no,6.71538,Trade,"Managers, Officials_and_Proprietors",nothern_central
11,48,Full Time,no,no,yes,yes,male,no,15,no,6.78559,Mining,"Managers, Officials_and_Proprietors",nothern_central
12,48,Part Time,no,no,yes,yes,male,no,15,no,6.88449,Manufacturing,Operatives_and_kindred,NA
13,47,Full Time,no,no,yes,yes,male,no,15,no,7.00307,Construction,Operatives_and_kindred,NA
14,43,Part Time,no,no,yes,yes,male,no,15,no,7.09008,Business_and_Repair_Service,Operatives_and_kindred,NA
15,49,Full Time,no,no,yes,yes,male,no,15,no,7.17012,Trade,"Managers, Officials_and_Proprietors",south
16,48,Part Time,no,no,yes,yes,male,no,15,no,7.29302,Trade,"Managers, Officials_and_Proprietors",south
10,20,Full Time,yes,no,no,no,female,no,10,no,5.01064,Trade,"Managers, Officials_and_Proprietors",nothern_central
11,30,Part Time,yes,no,no,no,female,no,10,no,5.01064,Trade,"Managers, Officials_and_Proprietors",nothern_central
12,36,Full Time,yes,no,no,no,female,no,10,no,5.52146,Trade,"Managers, Officials_and_Proprietors",nothern_central
13,52,Part Time,yes,no,no,no,female,no,10,no,5.66988,Trade,"Managers, Officials_and_Proprietors",nothern_central
14,52,Full Time,yes,no,no,no,female,no,10,no,5.73657,Trade,"Managers, Officials_and_Proprietors",nothern_central
15,29,Part Time,yes,no,no,no,female,no,10,no,5.81413,Trade,"Managers, Officials_and_Proprietors",nothern_central
16,40,Full Time,yes,no,no,no,female,no,10,no,5.81413,Trade,Service_Workers,south
3,40,Part Time,no,no,yes,yes,male,no,17,no,6.23245,Professional_and_Related Service,Service_Workers,south
